image url,Manual validation,microsoft azure labels,gluon labels,google label description,google object detection
https://pbs.twimg.com/media/D_5ov1AWsAIEuiV?format=jpg&name=900x900,False,"['food', 'bratwurst', 'sausage', 'diot', 'kielbasa', 'thuringian sausage', 'cervelat', 'fast food', 'andouille', 'loukaniko', 'breakfast sausage', 'longaniza', 'boudin', 'knackwurst', 'italian sausage', 'root vegetable', 'plastic']",[],"['Food', 'Ingredient', 'Knackwurst', 'Cuisine', 'Fast food', 'Breakfast sausage', 'Dish', 'Sausage', 'Diot', 'Staple food']","['Knife', 'Food']"
https://pbs.twimg.com/media/EAnhFLmW4AAD2CF?format=jpg&name=small,True,"['animal', 'reptile', 'frog', 'amphibian', 'turtle', 'true frog', 'tortoise', 'toad', 'plant', 'true toad', 'sea turtle', 'snake', 'lizard', 'bullfrog', 'close']","['bullfrog', 'tailed frog']","['Head', 'Plant', 'Eye', 'Frog', 'True frog', 'Toad', 'Grass', 'Terrestrial animal', 'True toad', 'Amphibian']",['Frog']
https://pbs.twimg.com/media/EAkcPMQWwAEWnuk?format=jpg&name=large,False,"['grass', 'outdoor', 'rock', 'stone', 'plant', 'megalith']","['megalith', 'stone wall']","['Plant', 'Bedrock', 'Natural landscape', 'Grass', 'Groundcover', 'Grassland', 'Outcrop', 'Shrub', 'Landscape', 'Soil']",['Animal']
https://pbs.twimg.com/media/EAng2kvX4AANXzf?format=jpg&name=small,True,"['animal', 'reptile', 'frog', 'amphibian', 'turtle', 'true frog', 'tortoise', 'toad', 'plant', 'true toad', 'sea turtle', 'snake', 'lizard', 'bullfrog', 'close']","['bullfrog', 'tailed frog']","['Head', 'Plant', 'Eye', 'Frog', 'True frog', 'Toad', 'Grass', 'Terrestrial animal', 'True toad', 'Amphibian']",['Frog']
https://pbs.twimg.com/media/EBk-vmrXUAIsWFI?format=jpg&name=900x900,True,"['reptile', 'ground', 'animal', 'outdoor', 'lizard', 'snake', 'turtle', 'frog', 'crocodile', 'tortoise', 'scaled reptile', 'amphibian', 'leaf', 'plant', 'crocodilia', 'sea turtle', 'toad', 'alligator', 'terrestrial animal', 'true frog', 'american alligator', 'saltwater crocodile', 'nile crocodile']",['tailed frog'],"['Terrestrial plant', 'Terrestrial animal', 'Insect', 'Invertebrate', 'Plant pathology', 'Pollinator', 'Soil', 'Pattern', 'Flowering plant', 'Scaled reptile']","['Frog', 'Animal']"
https://pbs.twimg.com/tweet_video_thumb/ECp7VQBWkAII4rm.jpg,False,"['ground', 'outdoor']",['seashore'],"['Plant', 'Bird', 'Tree', 'Asphalt', 'Biome', 'Arecales', 'Landscape', 'Palm tree', 'Event', 'Road']",['Animal']
https://pbs.twimg.com/media/ECzgRRjWwAARyAO?format=jpg&name=small,True,"['animal', 'frog', 'reptile', 'crocodile', 'drawing', 'sketch', 'lizard']","['tailed frog', 'bullfrog']","['Frog', 'True frog', 'True toad', 'Toad', 'Terrestrial animal', 'Amphibian', 'Bullfrog', 'Wildlife', 'Bufo', 'Texas Toad']",['Frog']
https://pbs.twimg.com/media/ECYecPGUYAABfyY?format=jpg&name=small,True,"['frog', 'animal', 'reptile', 'amphibian', 'true frog', 'toad', 'lizard', 'true toad']",['tailed frog'],"['Head', 'Frog', 'Eye', 'True toad', 'True frog', 'Plant', 'Nature', 'Toad', 'Organism', 'Terrestrial animal']",['Frog']
https://pbs.twimg.com/media/EFi0H4WVUAAdkh_?format=jpg&name=medium,True,"['ground', 'animal', 'old', 'dirty', 'stone']",['tailed frog'],"['Scaled reptile', 'Reptile', 'Terrestrial animal', 'Wood', 'Lizard', 'Iguania', 'Amphibian', 'Soil', 'Dragon lizard', 'Wildlife']",['Frog']
https://pbs.twimg.com/media/EFWNbzRXoAETBM8?format=jpg&name=medium,False,"['reptile', 'frog', 'invertebrate', 'lizard', 'animal', 'amphibian', 'true frog', 'snake', 'turtle', 'toad', 'insect', 'tortoise', 'crab']",['tailed frog'],"['Frog', 'True frog', 'Arthropod', 'Toad', 'Organism', 'Terrestrial animal', 'Amphibian', 'Bullfrog', 'Decapoda', 'Art']",['Animal']
https://pbs.twimg.com/media/EG3k741X0AAV8_I?format=jpg&name=900x900,True,"['reptile', 'frog', 'animal', 'lizard', 'amphibian', 'true frog', 'toad', 'true toad', 'scaled reptile', 'snake', 'crocodile', 'anaxyrus', 'bullfrog', 'close']",['tailed frog'],"['Frog', 'True toad', 'Liquid', 'True frog', 'Toad', 'Organism', 'Anaxyrus', 'Flash photography', 'Terrestrial animal', 'Amphibian']",['Frog']
https://pbs.twimg.com/media/EH763WeUEAAkJwh?format=jpg&name=medium,True,"['animal', 'frog']","['tailed frog', 'bullfrog']","['True toad', 'Frog', 'Organism', 'Gesture', 'True frog', 'Toad', 'Adaptation', 'Wrinkle', 'Terrestrial animal', 'Amphibian']","['Person', 'Animal']"
https://pbs.twimg.com/media/EHuxTuyXYAM3IdC?format=jpg&name=small,False,"['sketch', 'drawing', 'text', 'cartoon', 'art', 'illustration', 'child art', 'ink']",['comic book'],"['Frog', 'Motor vehicle', 'Automotive design', 'Toad', 'Vehicle', 'Art', 'Creative arts', 'Amphibian', 'True frog', 'Painting']","['Animal', 'Frog', 'Toy']"
https://pbs.twimg.com/media/EHst8uEUEAA0uin?format=jpg&name=small,True,"['grass', 'outdoor', 'animal', 'frog', 'reptile', 'amphibian', 'true frog', 'toad', 'true toad', 'lizard', 'anaxyrus', 'bullfrog', 'texas toad', 'scaled reptile']",['tailed frog'],"['Head', 'Frog', 'Eye', 'True toad', 'True frog', 'Toad', 'Organism', 'Anaxyrus', 'Plant', 'Terrestrial animal']",['Frog']
https://pbs.twimg.com/media/EJTKquOU0AAVwiW?format=jpg&name=900x900,False,"['text', 'poster', 'newspaper', 'magazine', 'person', 'human face', 'clothing']","['comic book', 'book jacket']","['Newspaper', 'Publication', 'News', 'Font', 'Tabloid', 'Poster', 'Advertising', 'Newsprint', 'Magazine', 'Vintage advertisement']","['Outerwear', 'Person', 'Clothing']"
https://pbs.twimg.com/media/EIUdfMPXUAADabu?format=jpg&name=900x900,False,"['person', 'man', 'suit', 'clothing', 'human face', 'red', 'tie', 'wearing', 'forehead', 'face', 'dressed', 'necktie', 'older']","['suit', 'Windsor tie']","['Forehead', 'Nose', 'Skin', 'Chin', 'Gesture', 'Spokesperson', 'Suit', 'Ear', 'Tie', 'Blazer']","['Tie', 'Person', 'Shirt']"
https://pbs.twimg.com/media/EJv_t4zXkAAXNyN?format=jpg&name=small,False,"['animal', 'gold', 'close']",['long-horned beetle'],"['Arthropod', 'Insect', 'Organism', 'Terrestrial animal', 'Beetle', 'Pest', 'Arachnid', 'Decapoda', 'Parasite', 'Invertebrate']",['Insect']
https://pbs.twimg.com/media/EJwHiGMXsAA3bTQ?format=jpg&name=large,False,"['text', 'screenshot', 'design']",['iron'],"['Product', 'Purple', 'Font', 'Material property', 'Screenshot', 'Circle', 'Electric blue', 'Magenta', 'Liquid', 'Tire']",['Packaged goods']
https://pbs.twimg.com/media/EKv5L6kUUAAFCkZ?format=jpg&name=medium,True,"['animal', 'bird', 'mammal']","['frilled lizard', 'Komodo dragon']","['Organism', 'Fawn', 'Terrestrial animal', 'Adaptation', 'Rodent', 'Frog', 'Grass', 'Snout', 'Twig', 'Wood']",['Frog']
https://pbs.twimg.com/media/ELxHXcPVUAEzTB2?format=jpg&name=medium,True,"['grass', 'outdoor', 'bird', 'field', 'black', 'animal', 'green', 'grassy', 'standing', 'raven', 'wildlife', 'beak', 'crow', 'lush']",['magpie'],"['Bird', 'Beak', 'Feather', 'Grass', 'Terrestrial animal', 'Grassland', 'Plant', 'Meadow', 'Natural landscape', 'Water bird']","['Bird', 'Raven']"
https://pbs.twimg.com/media/ELjxsawXUAEAjqm?format=jpg&name=medium,True,"['animal', 'reptile', 'amphibian', 'true frog', 'toad', 'fish', 'true toad', 'frog', 'dish', 'plastic']","['bullfrog', 'tailed frog']","['Jaw', 'Amphibian', 'Terrestrial animal', 'Frog', 'Metal', 'Sink', 'True toad', 'Science', 'Bullfrog', 'Cuisine']",['Packaged goods']
https://pbs.twimg.com/media/ELDvmCgWsAUPM9n?format=jpg&name=medium,False,"['cartoon', 'text', 'art', 'frog', 'creature']",[],"['Font', 'Art', 'Gas', 'Rectangle', 'Graphics', 'Visual arts', 'Signage', 'Metal', 'Symmetry', 'Symbol']",['Packaged goods']
https://pbs.twimg.com/media/DTiH84kVoAAsf1X?format=jpg&name=medium,False,"['floor', 'indoor', 'book', 'wooden', 'text', 'box', 'wood']",['packet'],"['Wood', 'Electronic component', 'Hardwood', 'Font', 'Soil', 'Circuit component', 'Gadget', 'Rectangle', 'Auto part', 'Plastic']",['Packaged goods']
https://pbs.twimg.com/media/DTStwccWAAADzJC?format=jpg&name=medium,True,"['frog', 'animal', 'reptile', 'lizard', 'amphibian', 'true frog', 'toad', 'crocodile', 'scaled reptile', 'snake', 'true toad']",['tailed frog'],"['Frog', 'True toad', 'Toad', 'True frog', 'Terrestrial animal', 'Amphibian', 'Snout', 'Anaxyrus', 'Motor vehicle', 'Bullfrog']",['Frog']
https://pbs.twimg.com/media/DUI0V2KVQAAQyA9?format=jpg&name=medium,True,"['animal', 'frog']","['tailed frog', 'bullfrog', 'tree frog']","['Head', 'Frog', 'Eye', 'True toad', 'True frog', 'Toad', 'Water', 'Plant', 'Amphibian', 'Grass']",['Frog']
https://pbs.twimg.com/media/DUj0IdqVMAAadp2?format=jpg&name=large,False,"['person', 'grass', 'outdoor', 'sky', 'man', 'animal', 'fishing', 'fish', 'recreational fishing', 'fisherman', 'clothing', 'water', 'soft-finned fish']","['barracouta', 'tench']","['Sky', 'Cloud', 'Fisherman', 'Mammal', 'Outdoor recreation', 'Fish', 'Fishing', 'Recreational fishing', 'Jigging', 'Recreation']","['Person', 'Hat', 'Fish', 'Animal']"
https://pbs.twimg.com/media/DT2AcOEVoAA8FRB?format=jpg&name=900x900,True,"['person', 'smile', 'clothing', 'human face', 'animal', 'outdoor', 'holding', 'man', 'fashion accessory', 'woman', 'people', 'older']","['American alligator', 'loggerhead']","['Smile', 'Reptile', 'Wood', 'Cap', 'Happy', 'Baseball cap', 'Facial hair', 'Event', 'Necklace', 'Jewellery']","['Hat', 'Person', 'Outerwear', 'Animal']"
https://pbs.twimg.com/media/DVHRXOAU8AASCNh?format=jpg&name=medium,False,"['sky', 'outdoor', 'grass', 'person', 'dog', 'black', 'carnivore', 'animal', 'clothing']","['Labrador retriever', 'flat-coated retriever', 'Newfoundland']","['Dog', 'Sky', 'Dog breed', 'Carnivore', 'Sunglasses', 'Companion dog', 'Plant', 'Tree', 'Eyewear', 'Goggles']","['Person', 'Outerwear', 'Glasses', 'Dog', 'Pants', 'Jacket']"
https://pbs.twimg.com/media/DXKvUoAVwAAmF86?format=jpg&name=900x900,False,"['text', 'animal', 'cartoon', 'reptile', 'frog', 'illustration', 'funny', 'dinosaur']","['comic book', 'web site']","['Frog', 'True frog', 'Toad', 'True toad', 'Font', 'Terrestrial animal', 'Amphibian', 'Animal figure', 'Illustration', 'Poster']",['Frog']
https://pbs.twimg.com/media/DZaybgNVAAEP8W0?format=jpg&name=medium,False,"['text', 'animal', 'reptile', 'screenshot', 'frog']","['tailed frog', 'comic book']","['True toad', 'Nature', 'Reptile', 'Organism', 'Poster', 'Frog', 'Toad', 'True frog', 'Terrestrial animal', 'Terrestrial plant']",['Packaged goods']
https://pbs.twimg.com/media/DYomrAuW0AYjWGg?format=jpg&name=small,False,"['snow', 'outdoor', 'tree', 'sky', 'winter', 'landscape', 'nature', 'covered', 'cold', 'path', 'plant', 'lined', 'day']","['lakeside', 'seashore']","['Plant', 'Cloud', 'Sky', 'Natural landscape', 'Snow', 'Tree', 'Road surface', 'Branch', 'Wood', 'Shade']",['Animal']
https://pbs.twimg.com/media/DY1mKCgUMAA90u-?format=jpg&name=900x900,False,"['animal', 'carnivore', 'dog', 'sleeping', 'sleep']","['polecat', 'weasel', 'bath towel']","['Dog', 'Comfort', 'Dog breed', 'Carnivore', 'Sleeve', 'Fawn', 'Companion dog', 'Grass', 'Snout', 'Linens']",['Animal']
https://pbs.twimg.com/media/DaVpEm7VMAA3bhi?format=jpg&name=medium,True,"['ground', 'animal', 'reptile', 'outdoor', 'frog', 'lizard', 'amphibian', 'toad', 'snake', 'true frog', 'scaled reptile', 'crocodile', 'true toad', 'concrete', 'cement']",['tailed frog'],"['Frog', 'Eye', 'True toad', 'True frog', 'Toad', 'Wood', 'Scaled reptile', 'Terrestrial animal', 'Reptile', 'Amphibian']",['Frog']
https://pbs.twimg.com/media/CfqW2SWUEAAMr7S?format=jpg&name=medium,False,"['cartoon', 'text', 'screenshot', 'book', 'poster', 'pc game', 'cg artwork', 'action-adventure game', 'digital compositing', 'illustration', 'fictional character']",['comic book'],"['Cartoon', 'Cloud', 'Sky', 'Cg artwork', 'Art', 'Action-adventure game', 'Illustration', 'Fictional character', 'Games', 'Graphics']",[]
https://pbs.twimg.com/media/Db1ATWTVwAAHjyU?format=jpg&name=small,True,"['person', 'woman', 'animal', 'indoor', 'human face', 'girl', 'eyes', 'portrait', 'sketch', 'face', 'selfie', 'frog']",['tailed frog'],"['Nose', 'Cheek', 'Skin', 'Lip', 'Smile', 'Shoulder', 'Eyebrow', 'Eye', 'Mouth', 'Eyelash']",['Animal']
https://pbs.twimg.com/media/DdJbrjRUQAAHgdU?format=jpg&name=large,False,"['person', 'text', 'clothing', 'people', 'human face', 'group', 'man', 'display', 'crowd']",['stage'],"['World', 'Human', 'Projection screen', 'Chair', 'Font', 'Adaptation', 'Display device', 'Projector accessory', 'Multimedia', 'T-shirt']",['Person']
https://pbs.twimg.com/media/Dctk1OvW0AEPJgD?format=jpg&name=medium,False,"['indoor', 'food', 'plate', 'white', 'slice', 'tray', 'decorated', 'dish', 'sliced', 'ivory', 'corn', 'pan', 'several']","['scorpion', 'corn']","['Food', 'White', 'Cuisine', 'Ingredient', 'Dish', 'Service', 'Pattern', 'Comfort food', 'Recipe', 'Font']",['Food']
https://pbs.twimg.com/media/DcairuVU8AA7MT5?format=jpg&name=medium,True,"['animal', 'reptile', 'frog', 'snake', 'lizard', 'amphibian', 'true frog', 'toad', 'scaled reptile', 'plant']",['tailed frog'],"['Plant', 'Reptile', 'Organism', 'Terrestrial plant', 'Wood', 'Snake', 'Lizard', 'Twig', 'Scaled reptile', 'Terrestrial animal']",['Frog']
https://pbs.twimg.com/media/DeM52saU8AMgUV5?format=jpg&name=900x900,False,"['dog', 'ground', 'person', 'carnivore', 'animal', 'puppy', 'posing']",['Labrador retriever'],"['Dog', 'Smile', 'Vertebrate', 'Sunglasses', 'Vehicle', 'Mammal', 'Goggles', 'Yellow', 'Motor vehicle', 'Fawn']","['Dog', 'Tire', 'Top', 'Person', 'Shoe', 'Footwear', 'Sunglasses', 'Pants', 'Car']"
https://pbs.twimg.com/media/Dd6LhjRU8AARdJn?format=jpg&name=large,False,"['text', 'screenshot', 'computer']","['laptop', 'television']","['Computer', 'Toy', 'Reptile', 'Communication Device', 'Personal computer', 'Font', 'Gadget', 'Stuffed toy', 'Frog', 'Amphibian']","['Person', 'Animal']"
https://pbs.twimg.com/media/DdsQ0NcVMAA8r9b?format=jpg&name=900x900,False,"['person', 'outdoor', 'fashion accessory', 'smile', 'human face', 'hat', 'clothing', 'sun hat', 'cowboy hat']","['whiptail', 'garter snake']","['Smile', 'Cap', 'Grass', 'Reptile', 'Plant', 'Happy', 'Baseball cap', 'Adaptation', 'Summer', 'Tree']","['Hat', 'Person', 'Animal']"
https://pbs.twimg.com/media/DeRsui8U8AAAlTY?format=jpg&name=medium,False,"['man', 'human face', 'person', 'clothing', 'window', 'suit', 'text', 'male']","['lab coat', 'Windsor tie', 'suit']","['Outerwear', 'Blue', 'Beard', 'Human body', 'Neck', 'Jaw', 'Purple', 'Sleeve', 'Collar', 'Entertainment']","['Person', 'Outerwear']"
https://pbs.twimg.com/media/De_q95lUYAAxZiU?format=jpg&name=medium,False,"['person', 'man', 'human face', 'smile', 'clothing', 'glasses', 'indoor']",[],"['Smile', 'Chin', 'Sleeve', 'Mammal', 'Eyewear', 'T-shirt', 'Recreation', 'Event', 'Team', 'Engineering']","['Glasses', 'Person', 'Top']"
https://pbs.twimg.com/media/Dfxw9-SUEAEDJwk?format=jpg&name=900x900,False,"['food', 'fast food', 'bread', 'snack', 'plastic']","['plastic bag', 'French loaf']","['Food', 'Ingredient', 'Cuisine', 'Dish', 'Gas', 'Produce', 'Staple food', 'Vegetable', 'Plant', 'Automotive tire']","['Knife', 'Food']"
https://pbs.twimg.com/media/Df508lPXcAA1TRk?format=jpg&name=medium,False,"['handbag', 'fashion accessory', 'accessory']",['tailed frog'],"['Rectangle', 'Sleeve', 'Bag', 'Luggage and bags', 'Shoulder bag', 'Toad', 'Handbag', 'Jewellery', 'Metal', 'Art']","['Handbag', 'Animal', 'Luggage & bags']"
https://pbs.twimg.com/media/Dg3oCX1WkAAkD59?format=jpg&name=900x900,True,"['reptile', 'animal', 'frog', 'lizard', 'amphibian', 'true frog', 'toad', 'true toad', 'scaled reptile', 'snake', 'crocodile', 'anaxyrus', 'close']",['tailed frog'],"['Liquid', 'True toad', 'Frog', 'True frog', 'Toad', 'Organism', 'Anaxyrus', 'Terrestrial animal', 'Amphibian', 'Flash photography']",['Frog']
https://pbs.twimg.com/media/DhYUuRZV4AAk5sF?format=jpg&name=medium,False,"['text', 'screenshot', 'map', 'poster', 'design']","['comic book', 'tailed frog']","['Ecoregion', 'Nature', 'Green', 'Natural environment', 'Book', 'Publication', 'Organism', 'Font', 'Biome', 'Art']","['Packaged goods', 'Animal']"
https://pbs.twimg.com/media/DjnQ5LPX0AA37Lf?format=jpg&name=medium,False,"['person', 'clothing', 'cartoon', 'sunglasses', 'group', 'different', 'goggles']","['barracouta', 'coho']","['Outerwear', 'Shorts', 'Vertebrate', 'Muscle', 'Product', 'Green', 'Human', 'Sleeve', 'Standing', 'Gesture']","['Person', 'Shorts']"
https://pbs.twimg.com/media/DjoiQBaX4AMvzo7?format=jpg&name=medium,False,"['outdoor', 'water', 'lake', 'nature', 'wave', 'day', 'ocean floor']",['lakeside'],"['Water', 'Boat', 'Water resources', 'Plant', 'Watercraft', 'Body of water', 'Vehicle', 'Natural landscape', 'Lake', 'Bank']",['Boat']
https://pbs.twimg.com/media/Djpj0kgVAAA6a_x?format=jpg&name=medium,False,"['ground', 'land vehicle', 'outdoor', 'vehicle', 'wheel', 'racing', 'motorsport', 'tire', 'text']",['racer'],"['Tire', 'Wheel', 'Automotive tire', 'Motor vehicle', 'Vehicle', 'Car', 'Automotive design', 'Asphalt', 'Automotive exterior', 'Motorsport']","['Person', 'Wheel', 'Tire']"
https://pbs.twimg.com/media/Djs3h3XVAAAhzjs?format=jpg&name=900x900,True,"['reptile', 'frog', 'animal', 'lizard', 'amphibian', 'true frog', 'toad', 'true toad', 'scaled reptile', 'snake', 'crocodile', 'anaxyrus', 'bullfrog', 'close']",['tailed frog'],"['Frog', 'True toad', 'Liquid', 'True frog', 'Toad', 'Organism', 'Anaxyrus', 'Flash photography', 'Terrestrial animal', 'Amphibian']",['Frog']
https://pbs.twimg.com/media/DksLPv8UwAAXtgA?format=jpg&name=medium,True,"['frog', 'animal', 'floor', 'reptile', 'amphibian', 'true frog', 'toad', 'true toad', 'lizard', 'tan']","['tailed frog', 'bullfrog']","['Head', 'Frog', 'Plant', 'Eye', 'Toad', 'True frog', 'True toad', 'Terrestrial animal', 'Amphibian', 'Snout']",['Frog']
https://pbs.twimg.com/media/DnOxJSAXgA4xoSw?format=jpg&name=small,False,"['ground', 'outdoor', 'tree', 'animal', 'bird', 'statue', 'rock', 'frog', 'brown', 'chicken', 'close', 'stone']","['agama', 'cock']","['Eye', 'Toy', 'Wood', 'Beak', 'Lawn ornament', 'Reptile', 'Terrestrial plant', 'Fawn', 'Trunk', 'Terrestrial animal']",['Animal']
https://pbs.twimg.com/media/Dnk87yPU8AIHANy?format=jpg&name=small,True,"['animal', 'hay', 'frog', 'dirty']","['tailed frog', 'common newt']","['Vertebrate', 'Automotive tire', 'Mammal', 'Wood', 'True toad', 'Rabbit', 'Gas', 'Terrestrial animal', 'Soil', 'Pet supply']",['Animal']
https://pbs.twimg.com/media/DnmP16yVsAAU0xI?format=jpg&name=medium,True,"['animal', 'frog', 'ground', 'amphibian', 'true frog', 'reptile', 'toad', 'true toad', 'lizard', 'anaxyrus']","['tailed frog', 'bullfrog']","['Head', 'Frog', 'Eye', 'True toad', 'Plant', 'True frog', 'Toad', 'Human body', 'Organism', 'Anaxyrus']",['Frog']
https://pbs.twimg.com/media/DnjKK3SVYAAcl-c?format=jpg&name=medium,True,"['ground', 'animal', 'outdoor', 'reptile', 'grass', 'lizard', 'frog', 'crocodile', 'scaled reptile', 'snake', 'amphibian', 'little', 'iguania', 'toad', 'iguanidae', 'true frog', 'iguana', 'crocodilia', 'true toad', 'nile crocodile', 'alligator', 'saltwater crocodile', 'komodo dragon', 'turtle', 'green iguana', 'american alligator', 'tortoise']",['tailed frog'],"['Eye', 'Frog', 'True frog', 'Toad', 'Organism', 'True toad', 'Terrestrial animal', 'Amphibian', 'Bullfrog', 'Grass']",['Frog']
https://pbs.twimg.com/media/Dn-wHqrVsAAkqvr?format=jpg&name=medium,True,"['animal', 'frog', 'reptile', 'person', 'amphibian', 'true frog', 'toad', 'true toad', 'lizard', 'turtle', 'tortoise', 'anaxyrus', 'scaled reptile', 'hand', 'bullfrog', 'snake', 'close']","['tailed frog', 'bullfrog']","['Head', 'Eye', 'Frog', 'True frog', 'True toad', 'Toad', 'Terrestrial animal', 'Snout', 'Amphibian', 'Close-up']",['Frog']
https://pbs.twimg.com/media/DogF608U0AEQXMu?format=jpg&name=medium,False,"['drawing', 'sketch', 'cartoon', 'art', 'child art', 'text']",['rapeseed'],"['Frog', 'True toad', 'True frog', 'Toad', 'Anaxyrus', 'Amphibian', 'Art', 'Terrestrial animal', 'Painting', 'Snout']",['Animal']
https://pbs.twimg.com/media/DojVG-cU0AA_sWQ?format=jpg&name=small,False,"['cartoon', 'text', 'illustration', 'screenshot']","['cassette', 'ambulance']","['Head', 'Hairstyle', 'Cartoon', 'Facial expression', 'Vertebrate', 'Product', 'Organ', 'Rectangle', 'Orange', 'Mammal']",['Luggage & bags']
https://pbs.twimg.com/media/Doc-LICW0AAEEbu?format=jpg&name=large,False,"['text', 'drawing', 'sketch', 'cartoon', 'art', 'illustration', 'child art', 'ink']",['comic book'],"['White', 'Organ', 'Cartoon', 'Organism', 'Mammal', 'Font', 'Art', 'Liquid', 'Happy', 'Illustration']",['Person']
https://pbs.twimg.com/media/DomhKMJXsAEjrHf?format=jpg&name=900x900,True,"['reptile', 'frog', 'animal', 'lizard', 'amphibian', 'true frog', 'toad', 'true toad', 'scaled reptile', 'snake', 'crocodile', 'anaxyrus', 'bullfrog', 'close']",['tailed frog'],"['Frog', 'True toad', 'Liquid', 'True frog', 'Toad', 'Organism', 'Anaxyrus', 'Flash photography', 'Terrestrial animal', 'Amphibian']",['Frog']
https://pbs.twimg.com/media/DrgXh57WoBAklr-?format=jpg&name=large,False,"['text', 'art', 'reptile']","['tailed frog', 'Gila monster']","['Wood', 'Floor', 'Flooring', 'Reptile', 'Table', 'Wood stain', 'Hardwood', 'Terrestrial animal', 'Lizard', 'Rectangle']","['Table top', 'Animal']"
https://pbs.twimg.com/media/Drvk4hmWkAAvhzA?format=jpg&name=medium,False,"['handbag', 'fashion accessory', 'accessory']","['tailed frog', 'agama']","['Rectangle', 'Sleeve', 'Bag', 'Luggage and bags', 'Shoulder bag', 'Jewellery', 'Handbag', 'Grass', 'Toad', 'Metal']","['Handbag', 'Bag', 'Animal', 'Luggage & bags']"
https://pbs.twimg.com/media/DssVA-gXgAYFzgX?format=jpg&name=small,True,"['reptile', 'animal', 'frog', 'lizard', 'amphibian', 'green', 'turtle', 'tortoise', 'true frog', 'toad', 'plant', 'true toad', 'crocodile', 'scaled reptile', 'snake', 'sea turtle']",['tailed frog'],"['Head', 'Frog', 'Eye', 'Plant', 'Green', 'True frog', 'Toad', 'Organism', 'True toad', 'Terrestrial animal']",['Frog']
https://pbs.twimg.com/media/DsHSqwjU8AAO3Dt?format=jpg&name=large,False,"['text', 'screenshot', 'abstract']",['web site'],"['Font', 'Material property', 'Screenshot', 'Parallel', 'Event']",['Packaged goods']
https://pbs.twimg.com/media/DvUiZ3cUYAE7XUs?format=jpg&name=large,False,"['indoor', 'toy', 'fresh']",['coral fungus'],"['White', 'Vertebrate', 'Toy', 'Yellow', 'Orange', 'Plastic', 'Frog', 'Stuffed toy', 'Amphibian', 'Sweetness']","['Animal', 'Toy']"
https://pbs.twimg.com/media/DvPJOa0UYAADr83?format=jpg&name=small,False,"['indoor', 'yellow']",['plastic bag'],"['Orange', 'Wood', 'Table', 'Chair', 'Flooring', 'Tree', 'Gas', 'Art', 'Bottle', 'Houseplant']",['Packaged goods']
https://pbs.twimg.com/media/Du5TOLsU0AA8cwh?format=jpg&name=900x900,False,"['animal', 'mammal', 'elephant', 'arabian camel', 'camel', 'camelid', 'working animal', 'staring', 'horse']",['Arabian camel'],"['Head', 'Camel', 'Sky', 'Working animal', 'Camelid', 'Neck', 'Fawn', 'Arabian camel', 'Terrestrial animal', 'Bactrian camel']",['Camel']
https://pbs.twimg.com/media/C1rlsz3XUAAEPwa?format=jpg&name=large,True,"['text', 'animal', 'carnivore', 'dog']","['German shepherd', 'web site']","['Dog', 'Product', 'Carnivore', 'Dog breed', 'Font', 'Companion dog', 'Dog supply', 'Recipe', 'Advertising', 'Poster']","['Dog', 'Animal']"
https://pbs.twimg.com/media/C3XuEQNUcAA7DX-?format=jpg&name=medium,True,"['animal', 'frog', 'ground', 'reptile', 'amphibian', 'true frog', 'toad', 'true toad']",['tailed frog'],"['Eye', 'True frog', 'True toad', 'Frog', 'Toad', 'Iris', 'Terrestrial animal', 'Amphibian', 'Terrestrial plant', 'Bufo']",['Frog']
https://pbs.twimg.com/media/C2cQao_XgAorJPb?format=jpg&name=medium,True,"['animal', 'reptile', 'amphibian', 'rock', 'lizard', 'true frog', 'frog', 'toad', 'true toad', 'turtle', 'snake', 'scaled reptile', 'tortoise', 'wood']",['tailed frog'],"['Frog', 'Eye', 'True toad', 'True frog', 'Toad', 'Terrestrial animal', 'Amphibian', 'Soil', 'Bufo', 'Wildlife']",['Frog']
https://pbs.twimg.com/media/C3XsSsYXAAExpUL?format=jpg&name=medium,True,"['reptile', 'frog', 'animal', 'indoor', 'amphibian', 'lizard', 'turtle', 'true frog', 'tortoise', 'toad', 'true toad', 'scaled reptile']",['tailed frog'],"['Eye', 'True toad', 'Frog', 'True frog', 'Toad', 'Plant', 'Anaxyrus', 'Terrestrial animal', 'Amphibian', 'Snout']",['Frog']
https://pbs.twimg.com/media/C2WI1skXgAQd846?format=jpg&name=360x360,True,"['animal', 'ground', 'frog', 'reptile', 'lizard', 'amphibian', 'toad', 'true frog', 'true toad']",['tailed frog'],"['Eye', 'Frog', 'True frog', 'Toad', 'True toad', 'Organism', 'Terrestrial animal', 'Amphibian', 'Bufo', 'Eleutherodactylus']",['Frog']
https://pbs.twimg.com/media/C3qY1cpWcAUDkNj?format=jpg&name=medium,False,"['sketch', 'drawing', 'art', 'chocolate', 'painting', 'dirty', 'aerie']",[],"['Art', 'Terrestrial animal', 'Painting', 'Amphibian', 'Drawing', 'Illustration', 'Visual arts', 'Pattern', 'True frog', 'Toad']",[]
